N,X,Y,H
571,36.3636297918856,55.2027181629092,189.52
572,36.3633970264345,55.2026905864477,189.52
573,36.3631110358983,55.2026617527008,189.04
574,36.3630501832813,55.2026620879769,189.04
575,36.3628284819424,55.202619927004,188.56
576,36.3626975566149,55.2026076056063,188.08
577,36.3624107278884,55.2025876566768,187.59
578,36.3621672336012,55.202588159591,187.59
579,36.3618742860854,55.2025620918721,187.11
580,36.361624756828,55.2025319170207,187.11
581,36.3615404348821,55.2025021612644,186.63
582,36.3614279497415,55.2024461701512,187.11
583,36.3613804243505,55.2023891732097,187.11
584,36.3613935001194,55.2023381274194,187.11
585,36.361429458484,55.2022699825466,187.11
586,36.3614613097161,55.2022272348404,187.59
587,36.3614915683866,55.2021859120578,187.59
588,36.361490227282,55.2021471876651,187.59
589,36.3615325558931,55.2021451760083,188.08
590,36.361534986645,55.2021256461739,187.59
591,36.3615592941642,55.2021277416497,188.08
592,36.361516630277,55.2021226286888,188.08
593,36.3614332303405,55.2021121513098,187.59
594,36.3614359963685,55.202128496021,187.59
595,36.3613966014236,55.2021068707108,187.59
596,36.3613460585475,55.2020769473165,187.59
597,36.3613403588533,55.2020182739943,187.59
598,36.3613102678209,55.201975107193,187.59
599,36.3612247724086,55.201935460791,188.08
600,36.3612351659685,55.2018847502768,188.56
601,36.3612647540867,55.2018152642995,188.56
602,36.3612856250256,55.2017684932798,189.04
603,36.3612929172814,55.201721303165,189.04
604,36.3612560369074,55.2016455307603,189.04
605,36.3612408656627,55.2016014419496,189.04
606,36.3612562045455,55.2015670761466,189.04
607,36.3612536061555,55.2015141863376,189.04
608,36.3612542767078,55.2014264278114,189.52
609,36.3612278737128,55.2013789024204,189.52
610,36.3612531032413,55.2013273537159,190.48
611,36.3613168057054,55.2013024594635,190.48
612,36.3613623194396,55.201242947951,190.48
613,36.3614329788834,55.20118762739,190.96
614,36.3615370821208,55.2011694386602,190.96
615,36.3615854457021,55.2011175546795,191.44
616,36.3616478070617,55.201110932976,191.44
617,36.3616397604346,55.2010742202401,191.92
618,36.3616690132767,55.2010483201593,191.92
619,36.3616627268493,55.2009914070368,192.4
620,36.3617025408894,55.2009397745133,192.4
621,36.3617328833789,55.2008798439056,192.4
622,36.3617197237909,55.2008001320064,192.4
623,36.3618339691311,55.2007085178047,192.4
624,36.3618533313274,55.2006146404892,192.4
625,36.3619213923812,55.2005581464618,192.88
626,36.3619884476066,55.2005185000598,192.88
627,36.3620074745268,55.2004901692271,192.88
628,36.3620589394122,55.2004751656205,192.4
629,36.362074026838,55.2004227787256,192.88
630,36.3621542416513,55.2003872394562,192.88
631,36.3621652219445,55.2003539633006,192.88
632,36.36216128245,55.2003426477313,192.88
633,36.3621359691024,55.2003382053226,192.88
634,36.3621043693274,55.2003314998001,192.88
635,36.3621002621949,55.2003193460405,192.88
636,36.3621513079852,55.2003340981901,192.4
637,36.3621556665748,55.2003333438188,192.88
638,36.3621425908059,55.2003314998001,192.88
639,36.3621807284653,55.2003548014909,193.36
640,36.362224901095,55.2003411389887,193.36
641,36.3622611109167,55.2003380376846,193.36
642,36.3622199557722,55.2003387920559,192.88
643,36.3622034434229,55.2003347687423,192.88
644,36.3621432613581,55.2003084495664,192.88
645,36.3620518986136,55.2002905961126,192.88
646,36.3619523216039,55.20028908737,193.36
647,36.3618041295558,55.2002828009427,192.88
648,36.3616501539946,55.2002621814609,193.36
649,36.3616281934083,55.2002542186528,191.44
650,36.3615574501455,55.2002577390522,192.88
651,36.3614529278129,55.2002442441881,191.92
652,36.3614110182971,55.2002560626715,192.4
653,36.3613593857735,55.2002527937293,192.88
654,36.3614116888493,55.2002630196512,192.4
655,36.3614520058036,55.2002983074635,192.4
656,36.3614193163812,55.200259834528,192.4
657,36.3613405264914,55.200201747939,191.92
658,36.3612598925829,55.2002727426589,191.92
659,36.3612080924213,55.2002463396639,192.4
660,36.3610575534403,55.200281040743,191.92
661,36.3609707169235,55.2003078628331,191.92
662,36.3608520291746,55.2002734132111,191.44
663,36.3607502728701,55.2002826333046,191.44
664,36.3605139870197,55.2003200165927,190.96
665,36.3603995740414,55.200362931937,190.96
666,36.3603010028601,55.2004154864699,190.96
667,36.3602723367512,55.2003687154502,190.96
668,36.3601012621075,55.2004066854715,190.96
669,36.3597572688013,55.2004669513553,190.96
670,36.3597528263927,55.2005325816572,190.48
671,36.359687615186,55.2005537040532,190
672,36.3595808297396,55.2005488425493,190
673,36.3594164606184,55.200593015179,190
674,36.3592614792287,55.2005941048265,189.04
675,36.3591279555112,55.2006050851196,189.04
676,36.3589765783399,55.2006010618061,189.04
677,36.3587293960154,55.2005999721587,189.04
678,36.3585531245917,55.2005998045206,189.04
679,36.3583056069911,55.200577089563,188.08
680,36.3581487815827,55.2006225194782,188.08
681,36.3579514715821,55.2006516885012,187.59
682,36.3577878568321,55.2006415463984,187.59
683,36.3577581848949,55.2006209269166,187.11
684,36.3576084002852,55.2006202563644,187.59
685,36.3573266007006,55.2007311489433,187.11
686,36.3571529276669,55.2007772494107,186.63
687,36.3572258502245,55.2008516807109,186.63
688,36.3571164663881,55.2009175624698,186.15
689,36.3569586351514,55.2009621541947,186.15
690,36.3568940106779,55.2009360026568,185.67
691,36.3567448966205,55.2009050734341,185.67
692,36.3565991353244,55.200851932168,185.67
693,36.3564520329237,55.2007960248739,185.67
694,36.3564530387521,55.200833491981,185.19
695,36.3563436549157,55.2008636668324,184.71
696,36.3562838919461,55.2008044905961,184.71
697,36.3561921939254,55.2007576357573,184.23
698,36.3560853246599,55.2007458172739,184.23
699,36.3560397271067,55.2007933426648,184.23
700,36.3559969794005,55.2008127048612,184.23
701,36.3559961412102,55.200875652954,184.23
702,36.3560234662145,55.2009398583323,183.75
703,36.3559910282493,55.2010458055884,183.27
704,36.3559383060783,55.2011526748538,181.83
705,36.3558735977858,55.2011402696371,181.83
706,36.3557397387922,55.2011764794588,181.35
707,36.3555829133838,55.2011945005506,181.35
708,36.355382502079,55.2012004517019,180.87
709,36.3552654907107,55.2011765632778,180.87
710,36.3551093358546,55.2011573687196,180.38
711,36.3550126925111,55.2011660020798,180.38
712,36.3549110200256,55.2011802513152,180.38
713,36.3547487463802,55.2011709474027,179.42
714,36.3546171505004,55.2011339832097,179.42
715,36.3545039948076,55.201071202755,179.42
716,36.3544290605932,55.2010033093393,178.94
717,36.3543568924069,55.200952431187,179.42
718,36.3543080259115,55.2009092643857,179.42
719,36.3542279787362,55.2008363418281,178.94
720,36.3542047608644,55.2007847093046,179.42
721,36.3541471771896,55.200732992962,179.42
722,36.3541038427502,55.2006793487817,179.42
723,36.354063609615,55.2006241120398,178.94
724,36.3539895135909,55.2005488425493,178.94
725,36.3539775274694,55.2004821226001,178.94
726,36.353944670409,55.2004415541887,178.46
727,36.3539305049926,55.2003864012659,178.46
728,36.3539249729365,55.2003092039376,178.46
729,36.3539155013859,55.2002985589206,178.94
730,36.3538220431656,55.2002857346088,178.46
731,36.3537654653192,55.2002377901226,177.5
732,36.3537211250514,55.2002098783851,177.5
733,36.3536536507308,55.2001994010061,177.02
734,36.3536917045712,55.2002159133554,177.02
735,36.3536393176764,55.2002245467156,177.5
736,36.3537244778126,55.2002058550716,177.02
737,36.3537036068738,55.2001522947103,177.02
738,36.3536472804844,55.2000942919403,176.54
739,36.3535759504884,55.2000401448458,176.54
740,36.353585254401,55.2000541426241,176.54
741,36.3535596895963,55.2000683080405,177.02
742,36.3535753637552,55.200085574761,177.02
743,36.3535569235682,55.2000529691577,177.02
744,36.3535421714187,55.2000181004405,176.54
745,36.3536316901445,55.2000314276666,176.54
746,36.3536428380758,55.2000254765153,176.54
747,36.3536427542567,55.2000110596418,177.02
748,36.3536153454333,55.200006114319,177.5
749,36.3536078855395,55.2000402286649,177.02
750,36.3536138366908,55.2000286616385,177.98
751,36.353614507243,55.2000578306615,177.5
752,36.3535938877612,55.2000442519784,177.98
753,36.3535343762487,55.2000244706869,177.5
754,36.3534184545279,55.2000046055764,177.5
755,36.3533090706915,55.2000082936138,177.5
756,36.3533035386354,55.1999887637794,177.5
757,36.3532089907676,55.1999607682228,177.5
758,36.3530719466507,55.1999367959797,177.02
759,36.3529685139656,55.1999200321734,176.06
760,36.3529232516885,55.1998698245734,176.54
761,36.3528131972998,55.199879296124,176.54
762,36.3527481537312,55.1998669747263,176.06
763,36.3526717945933,55.1999105606228,176.06
764,36.3526334054768,55.1998336147517,176.06
765,36.352575737983,55.1997659727931,176.54
766,36.3525051623583,55.1997349597514,176.06
767,36.3523466605693,55.1997331157327,175.58
768,36.3523480854928,55.1997946389019,175.58
769,36.3522528670728,55.1997632905841,176.06
770,36.3521262165159,55.1997786294669,176.54
771,36.3519581593573,55.1997463591397,175.58
772,36.3518641144037,55.1997351273894,176.06
773,36.3516695704311,55.1997707504779,176.06
774,36.3515656348318,55.199792040512,176.06
775,36.3515357952565,55.1998704951257,175.58
776,36.3514198735356,55.1999119017273,175.58
777,36.3513220567256,55.1999144162983,175.1
778,36.3512321189046,55.1998595986515,175.1
779,36.3511678297073,55.1998597662896,175.58
780,36.3510525785387,55.1998487859964,175.1
781,36.3509845174849,55.19980260171,175.1
782,36.3509191386402,55.1997741870582,175.1
783,36.3508476410061,55.199752561748,175.1
784,36.350844791159,55.1997202076018,175.58
785,36.3508263509721,55.1996825728566,175.58
786,36.3507330603898,55.1996464468539,174.62
787,36.3506748899817,55.1995731052011,175.1
788,36.3506077509373,55.1995446067303,175.58
789,36.3506054878235,55.1995010208338,175.58
790,36.350588304922,55.1994125079364,175.58
791,36.3505033124238,55.19934553653,175.58
792,36.350479926914,55.1992811635137,175.58
793,36.3505365885794,55.1992310397327,176.06
794,36.3506156299263,55.1991527527571,176.06
795,36.3505678530783,55.1991031318903,176.54
796,36.3504857104272,55.199075890705,176.06
797,36.3504433818161,55.1990157086402,176.06
798,36.3503915816545,55.1989717874676,176.06
799,36.3504421245307,55.1989284530282,176.06
800,36.3504149671644,55.1988707855344,175.58
801,36.350432317704,55.1988213323057,176.06
802,36.3504498358816,55.1987759862095,176.54
803,36.3503969460726,55.1987114455551,176.06
804,36.3503491692245,55.1986277103424,176.06
805,36.3502972852439,55.1985409576446,175.58
806,36.3503614068031,55.1984797697514,175.58
807,36.3504049926996,55.1984223537147,175.58
808,36.3504176493734,55.1983879879117,176.06
809,36.3503921683878,55.1983586512506,176.06
810,36.3503963593394,55.1983185857534,176.06
811,36.3504042383283,55.1982811186463,175.1
812,36.3503729738295,55.1982294861227,175.58
813,36.3503885641694,55.1982162427157,176.06
814,36.3503344170749,55.1981698069722,176.54
815,36.3503212574869,55.1981313340366,176.54
816,36.350281778723,55.1981068588793,176.06
817,36.3502264581621,55.1980268955231,176.06
818,36.3502049166709,55.1979600079358,175.58
819,36.3501740712672,55.1978942099959,175.58
820,36.3501426391303,55.1978333573788,175.58
821,36.3501245342195,55.1977727562189,175.58
822,36.3501059263945,55.1977278292179,176.06
823,36.3501485902816,55.1976736821234,175.58
824,36.3501104526222,55.1976100634784,175.1
825,36.3500925991684,55.1975507196039,176.06
826,36.3500689622015,55.1974845863879,175.1
827,36.3500295672566,55.1974324509502,175.58
828,36.350028142333,55.1973718497902,175.58
829,36.3500097859651,55.197320971638,175.1
830,36.3499612547457,55.1972679141909,175.1
831,36.349906437099,55.1971921417862,174.62
832,36.3498833030462,55.1971410121769,174.62
833,36.3498730771244,55.1971006952226,173.66
834,36.3498216122389,55.1970473863185,173.17
835,36.3498195167631,55.1970431115478,173.17
836,36.3498506136239,55.1970285270363,172.69
837,36.3498019147664,55.1969865337014,170.29
838,36.3497989811003,55.1969816721976,170.29
839,36.349782133475,55.1969576999545,171.73
840,36.3497714046389,55.1969014573842,171.25
841,36.3497805409133,55.1968483161181,169.81
842,36.349774422124,55.1968156266958,169.81
843,36.3497466780245,55.196776650846,169.33
844,36.3497302494943,55.1967260241508,167.89
845,36.3496520463377,55.1967076677829,167.41
846,36.3496425747871,55.1966986153275,167.89
847,36.3495975639671,55.1966781634837,167.41
848,36.3496147468686,55.1966695301235,167.41
849,36.3495035190135,55.1966258604079,166.93
850,36.3494659680873,55.1966051571071,166.93
851,36.349441325292,55.1965747307986,166.93
852,36.3493560813367,55.1965812686831,166.93
853,36.349311992526,55.1965525187552,165.96
854,36.3492951449007,55.1965482439846,166.45
855,36.349346190691,55.1965458132327,165.96
856,36.3493668939918,55.1965234335512,166.45
857,36.3493062090129,55.1965032331645,167.41
858,36.3492558337748,55.196486050263,166.93
859,36.3491812348366,55.1964659336954,167.41
860,36.3491262495518,55.1964574679732,167.41
861,36.3490737788379,55.1964262034744,167.41
862,36.349047459662,55.1964281313121,166.93
863,36.3490702584386,55.1964201685041,165.96
864,36.3490664865822,55.196388149634,166.93
865,36.3491001818329,55.1963576395065,166.45
866,36.3491036184132,55.1963697932661,166.45
867,36.3490322045982,55.1963354274631,166.45
868,36.3489225693047,55.1963169034571,166.93
869,36.3489452004433,55.1962841302157,166.45
870,36.348912846297,55.1962770055979,166.93
871,36.3489537499845,55.1962488424033,168.37
872,36.3489832542837,55.1962332520634,168.85
873,36.3489072304219,55.1962141413242,170.29
874,36.3489089906216,55.196195114404,170.77
875,36.3489120919257,55.1961696334183,171.25
876,36.3489988446236,55.1961464993656,171.73
877,36.3490620441735,55.1961176656187,171.25
878,36.3491375651211,55.1961071044207,171.73
879,36.3491998426616,55.1961088646203,172.21
880,36.3492235634476,55.19610802643,171.73
881,36.3492566719651,55.1960885804147,171.73
882,36.3493248168379,55.196100063622,171.73
883,36.3493789639324,55.196094699204,171.73
884,36.3494558259845,55.1960885804147,171.25
885,36.3494907785207,55.1960794441402,171.73
886,36.3495564926416,55.1960993930697,171.73
887,36.3496062811464,55.1961173303425,171.73
888,36.3496269006282,55.1961428951472,171.25
889,36.349613238126,55.1961638499051,170.77
890,36.3495902717113,55.1961887441576,170.77
891,36.3494958914816,55.1961619220674,171.25
892,36.3495553191751,55.1961708907038,170.77
893,36.3495445903391,55.1961478404701,170.29
894,36.3495875895023,55.1961853075773,170.29
895,36.349594630301,55.1961962878704,170.29
896,36.3495815545321,55.1961999759078,170.29
897,36.3496082928032,55.1961852237582,170.29
898,36.3495792914182,55.1962028257549,170.29
899,36.349642155692,55.196174075827,170.29
900,36.3496189378202,55.196187151596,170.29
901,36.3496591709554,55.1961911749095,170.29
902,36.3496115617454,55.1962034124881,170.29
903,36.349618434906,55.1962126325816,170.29
904,36.3496320974082,55.1961769256741,170.29
905,36.3496039342135,55.1961625926197,169.81
906,36.3495652936399,55.1961942762137,170.29
907,36.3495843205601,55.1961985509843,170.29
908,36.3495979830623,55.1962390355766,170.29
909,36.3495981507003,55.1961962878704,170.29
910,36.3496074546129,55.1961262151599,170.29
911,36.3496238831431,55.1961542107165,169.81
912,36.3495668023825,55.1961918454617,170.29
913,36.3496032636613,55.196131663397,170.29
914,36.3496135734022,55.1961420569569,170.29
915,36.3496133219451,55.1961558870971,170.29
916,36.3496058620512,55.1961402967572,169.81
917,36.3495351187885,55.1961765065789,170.29
918,36.3495001662523,55.196195198223,170.29
919,36.3495358731598,55.1961691305041,170.77
920,36.3495688140392,55.1961783505976,170.29
921,36.3495700713247,55.1961527019739,170.29
922,36.3496160879731,55.1961497683078,170.29
923,36.3496552314609,55.1961451582611,169.81
924,36.3495912775397,55.1961686275899,169.81
925,36.349621117115,55.1961690466851,170.29
926,36.3495955523103,55.1961863134056,170.29
927,36.349552217871,55.1961584854871,170.29
928,36.3495989050716,55.1961411349475,170.29
929,36.3496313430369,55.1961341779679,170.29
930,36.3495247252285,55.1962297316641,170.77
931,36.3495578337461,55.1961882412434,170.77
932,36.3496009167284,55.1961786858737,170.77
933,36.3495191093534,55.1962420530617,170.29
934,36.3495825603604,55.1961963716894,170.77
935,36.3495544809848,55.1961936894804,170.29
936,36.3496285770088,55.1961493492126,170.29
937,36.3495987374336,55.1961445715278,170.77
938,36.3495980668813,55.1961167436093,170.77
939,36.349594630301,55.1961087808013,170.29
940,36.3495975639671,55.1961288973689,170.29
941,36.3496113102883,55.1961432304233,170.29
942,36.3495921995491,55.1962052565068,170.29
943,36.3495953846723,55.1961783505976,169.81
944,36.349628996104,55.1961463317275,169.81
945,36.3495284132659,55.1961708907038,169.81
946,36.3495975639671,55.1961485948414,169.81
947,36.3496347796172,55.1961646880955,169.81
948,36.3496227934957,55.1961509417742,169.81
949,36.3496175967157,55.1961599942297,169.33
950,36.3495611026883,55.1961786020547,169.33
951,36.3495808839798,55.1961910910904,168.85
952,36.3496286608279,55.1961585693061,168.85
953,36.3495797105134,55.1962364371866,168.85
954,36.3496017549187,55.1962219364941,168.85
955,36.3496084604412,55.1961786020547,168.85
956,36.3494603522122,55.1961712259799,169.33
957,36.3495380524546,55.1961860619485,169.33
958,36.3495824765414,55.196184553206,169.33
959,36.3495871704072,55.1961996406317,169.33
960,36.3495776150376,55.1962044183165,169.33
961,36.3496030122042,55.1962049212307,169.81
962,36.3496166747063,55.196181870997,170.29
963,36.3495685625821,55.196229480207,169.81
964,36.3495922833681,55.1961995568126,169.81
965,36.3495467696339,55.1961863972247,170.29
966,36.3495124876499,55.1961742434651,170.77
967,36.3495354540646,55.1961746625602,170.77
968,36.3495724182576,55.1961968746036,170.29
969,36.3496349472552,55.1961559709162,170.77
970,36.3496149983257,55.1961736567318,170.77
971,36.3495819736272,55.1961730699986,170.77
972,36.349568227306,55.1961935218424,170.77
973,36.3496702350676,55.1960986386985,170.29
974,36.3495966419578,55.1961744949222,170.77
975,36.3495626952499,55.1961778476834,171.25
976,36.3495431654155,55.1961708907038,171.25
977,36.3496004138142,55.196163598448,170.29
978,36.3496135734022,55.1961866486818,169.33
979,36.3496372941881,55.1962391193956,169.81
980,36.3496398087591,55.196242807433,170.29
981,36.3496414013207,55.1962310727686,169.81
982,36.3496617693454,55.1962048374116,169.81
983,36.3496286608279,55.1961724832654,169.81
984,36.3496469333768,55.1962067652494,169.33
985,36.3496523816139,55.1962159853429,169.81
986,36.3496435806155,55.1962039154023,169.33
987,36.3496272359043,55.1961973775178,169.33
988,36.3496414851397,55.1962097827345,169.33
989,36.3496555667371,55.1961911749095,169.33
990,36.3496361207217,55.1961828768253,169.33
991,36.3496338576078,55.1961663644761,169.33
992,36.3496261462569,55.1961806975305,169.33
993,36.3496304210275,55.1961772609502,169.33
994,36.3496423233301,55.196189833805,169.33
995,36.3496284093708,55.1962049212307,169.33
996,36.3496512919664,55.1962147280574,169.33
997,36.3496351987123,55.1962185837328,169.81
998,36.3496417365968,55.1961889117956,169.33
999,36.3496390543878,55.1961934380233,169.81
1000,36.3496056105942,55.1962001435459,169.81
1001,36.349610388279,55.1962040830404,170.29
1002,36.3496224582195,55.1962177455425,170.29
1003,36.3496232964099,55.1961974613369,170.77
1004,36.3496186863631,55.19620584324,170.77
1005,36.3496508728713,55.1961964555085,170.77
1006,36.3496323488653,55.196187235415,170.77
1007,36.3496654573828,55.1961736567318,170.77
1008,36.3496610149741,55.1961942762137,170.77
1009,36.3496465142816,55.1962172426283,171.25
1010,36.3496938720345,55.196271724999,171.25
1011,36.349710971117,55.1962368562818,171.25
1012,36.3496616017073,55.1962103694677,171.25
1013,36.3496125675738,55.1961516123265,171.73
1014,36.3496372941881,55.1961224433035,171.73
1015,36.349621033296,55.1960940286517,172.21
1016,36.3496559020132,55.1961128879339,172.21
1017,36.3496172614396,55.1962046697736,172.69
1018,36.3496141601354,55.1961890794337,173.17
1019,36.3496592547745,55.1961744111031,173.17
1020,36.3496589194983,55.1962104532868,173.17
1021,36.3496719952673,55.1961890794337,173.66
1022,36.3496545609087,55.1961785182357,173.66
1023,36.3496721629053,55.1962023228407,173.66
1024,36.3496795389801,55.1962045859545,173.66
1025,36.3496636133641,55.1962053403258,173.66
1026,36.3496576622128,55.196213806048,173.66
1027,36.3495982345194,55.1961824577302,173.66
1028,36.3496217876673,55.1961782667786,173.66
1029,36.3496431615204,55.1961815357208,173.66
1030,36.3496631942689,55.1961936894804,173.66
1031,36.3496496155858,55.1961924321949,173.66
1032,36.3496493641287,55.1962045859545,173.66
1033,36.3496710732579,55.1961955334991,174.14
1034,36.3496300857514,55.1961887441576,173.66
1035,36.3496424071491,55.1961954496801,173.17
1036,36.3496228773147,55.1962023228407,173.66
1037,36.349631762132,55.1962115429342,173.66
1038,36.3496429938823,55.1961858104914,173.66
1039,36.3496279902756,55.1961604133248,173.66
1040,36.3496495317668,55.1961657777429,174.14
1041,36.3496506214142,55.1961992215365,174.14
1042,36.3497146591544,55.1961843855679,173.66
1043,36.3496778625995,55.1962036639452,173.66
1044,36.3496821373701,55.1961734890938,173.66
1045,36.3496650382876,55.1961622573435,173.17
1046,36.3496745098382,55.1961170788854,173.66
1047,36.3497013319284,55.1961395423859,173.66
1048,36.349644837901,55.1961439847946,174.14
1049,36.3495400641114,55.1961511094123,173.66
1050,36.3494948018342,55.1961710583419,173.66
1051,36.349483653903,55.1961504388601,174.14
1052,36.3495157565922,55.196158066392,173.66
1053,36.349510056898,55.1961774285883,173.66
1054,36.3495010044426,55.1961880736053,173.66
1055,36.3495079614222,55.196166196838,173.66
1056,36.3494939636439,55.1961678732187,173.66
1057,36.3494854979217,55.1961633469909,173.66
1058,36.3494987413287,55.1961120497435,174.14
1059,36.3494927063584,55.1961050089449,174.14
1060,36.3494851626456,55.196150355041,174.14
1061,36.349486336112,55.1961481757462,174.14
1062,36.3494870904833,55.1961361058056,174.14
1063,36.3495161756873,55.1961356867105,174.62
1064,36.3495091348886,55.196145074442,174.62
1065,36.3495201990008,55.196158066392,174.62
1066,36.3495139963925,55.1961717288941,174.62
1067,36.3495627790689,55.1961546298117,174.62
1068,36.3495383039117,55.1961390394718,174.62
1069,36.349533945322,55.1961331721395,174.62
1070,36.3495427463204,55.1961314957589,174.62
1071,36.3495508767664,55.1961737405509,174.14
1072,36.3495572470128,55.1961708907038,174.62
1073,36.3495648745447,55.1961699686944,174.14
1074,36.3495626114309,55.196166113019,174.14
1075,36.3495477754623,55.1961675379425,174.14
1076,36.3495611865073,55.1961490139365,173.66
1077,36.3495578337461,55.1961448229849,173.66
1078,36.3495699875057,55.1961621735245,173.66
1079,36.3495685625821,55.1961869001389,173.17
1080,36.3495511282235,55.196152953431,173.17
1081,36.3495332747698,55.1961190905422,173.17
1082,36.3495383877307,55.1961312443018,173.66
1083,36.3495429139584,55.1961388718337,173.66
1084,36.3495499547571,55.1961576472968,174.14
1085,36.3495475240052,55.1961499359459,174.14
1086,36.3495454285294,55.1961625088006,173.66
1087,36.3495728373528,55.1961656939238,173.66
1088,36.3495876733214,55.1961444038898,173.66
1089,36.349541656673,55.1961504388601,173.66
1090,36.3495310116559,55.1961471699178,173.66
1091,36.3495296705514,55.1961481757462,173.66
1092,36.3495317660272,55.196131663397,173.66
1093,36.3495407346636,55.1961041707546,174.14
1094,36.3495409861207,55.1960935257375,174.14
1095,36.3495319336653,55.196100147441,173.66
1096,36.3495398126543,55.1961169112474,173.66
1097,36.3495398964733,55.1961584854871,173.66
1098,36.3495570793748,55.1961679570377,173.66
1099,36.3495396450162,55.196163598448,173.66
1100,36.3495357055217,55.1961569767445,173.66
1101,36.3495492003858,55.1961771771312,173.17
1102,36.3495170138776,55.196150355041,173.17
1103,36.3495146669447,55.1961311604828,173.66
1104,36.3495139963925,55.1961170788854,173.66
1105,36.3495151698589,55.1961532048881,173.66
1106,36.3495625276119,55.1961547136307,173.66
1107,36.3495253119618,55.1961465831846,173.17
1108,36.3495236355811,55.1961409673095,173.66
1109,36.3495388906449,55.1961544621736,173.66
1110,36.3495715800673,55.196197712794,173.66
1111,36.3495948817581,55.1961752492934,173.66
1112,36.3496434129775,55.1961577311158,173.66
1113,36.349578788504,55.1961465831846,173.17
1114,36.3495367113501,55.196102662012,173.66
1115,36.3495264016092,55.1961213536561,174.14
1116,36.3495185226202,55.1961376983672,173.66
1117,36.3495331071317,55.1961603295058,173.66
1118,36.3495414052159,55.1961624249816,173.66
1119,36.3495604321361,55.1961392909288,174.14
1120,36.349510140717,55.1961262989789,174.14
1121,36.3495305087417,55.1961216051131,174.14
1122,36.3495480269194,55.1961160730571,174.14
1123,36.3495611026883,55.196081623435,174.14
1124,36.3495587557554,55.1961099542677,173.66
1125,36.349570909515,55.196144906804,173.66
1126,36.3495491165668,55.1961701363325,173.66
1127,36.349565461278,55.1961573958397,174.14
1128,36.3495247252285,55.1961309090257,173.66
1129,36.3495468534529,55.1961525343359,173.17
1130,36.3495626952499,55.1961724832654,174.14
1131,36.349547021091,55.1961906719953,173.66
1132,36.3495574984699,55.1961796078831,173.17
1133,36.3495087157935,55.1962086092681,173.66
1134,36.349494215101,55.1961904205382,173.66
1135,36.3495322689414,55.1961623411626,173.66
